date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2016-04-29,11.6,5.78,5,-1.6,,-6,64,36.3,41.5,19,-6.6,-8.9,-9.3,-12,19,14,13,7,32,36,102.3,102.18,102.15,102,101.89,101.73,101.7,101.52,48300,38216.7,36200,24100,,,,,13,0,0,0,0,0,0,0,05:45:00,19:58:00,14.22,5.75,19.97,6,6,11,11,1,2,27292,,,,,8,4.4,4,0,,,,
2016-04-28,6.9,2.98,2.85,-1.2,,-6,54,40.8,42.5,31,-7.5,-9.3,-9,-10.5,23,12.04,13.5,4,,,102.2,102,101.85,101.5,101.78,101.54,101.42,101.06,48300,39225,36200,24100,,,,,15.2,0,0,0,0,0,0,,05:47:00,19:57:00,14.17,5.78,19.95,6,6,9,9,-1,-1,26752,,,,,6,2.6,3,0,,,,
2016-04-27,7.1,2.95,2.9,-1.3,,-4,44,31.5,32.5,21,-11.2,-12.8,-12.9,-14.6,31,14.42,16,1,44,25,101.6,101.37,101.4,101.2,101.11,100.92,100.92,100.72,48300,39225,36200,24100,,,,,15.1,0,0,0,0,0,0,,05:48:00,19:56:00,14.13,5.8,19.93,5,6,7,7,-4,-2,25100,,,,,7,1.4,3.5,0,,,,
2016-04-26,8.4,3.93,4.4,0.4,,,44,34.4,35,26,-6.1,-10.6,-9.1,-12.1,31,18.38,17,3,44,4,101.6,101.22,101.3,101,101.12,100.78,100.84,100.55,48300,29141.7,36200,24100,,,,,13.6,0,0,0,0,0,0,,05:50:00,19:55:00,14.08,5.83,19.92,5,6,9,9,-4,-4,19580,,,,,8,4.5,4,0,,,,
2016-04-25,9.8,5,4.85,-0.1,,-4,41,29.8,29.5,18,-6.7,-11.7,-10.7,-14.6,27,14.75,16,5,37,2,102.1,101.83,101.85,101.6,101.69,101.38,101.41,101.12,48300,38216.7,36200,24100,,,,,13.2,0,0,0,0,0,0,,05:52:00,19:53:00,14.02,5.87,19.88,6,6,9,9,0,0,25045,,,,,8,5.2,4.5,1,,,,
2016-04-24,11.3,5.21,5.35,-0.6,,-4,50,31.7,35,20,-3.2,-10.7,-9.2,-15.1,27,15.96,17,7,43,26,102.3,101.98,102,101.7,101.84,101.53,101.53,101.22,48300,38216.7,36200,24100,,,,,12.7,0,0.4,0,0,0,0,,05:53:00,19:52:00,13.98,5.88,19.87,6,6,11,12,-1,-1,27351,,,,,3,1.1,1.5,0,,,,
2016-04-23,12.5,7.21,7.3,2.1,,,74,40.7,47.5,21,2.4,-6.5,-4.5,-11.4,24,17.79,16.5,9,35,29,102,101.74,101.75,101.5,101.53,101.29,101.31,101.08,48300,37208.3,36200,24100,,,,,10.7,0,2.3,0,0,0,0,,05:55:00,19:51:00,13.93,5.92,19.85,6,6,12,12,-3,-3,27035,,,,,8,2.3,4,0,,,,
2016-04-22,16.5,12.85,11.3,6.1,,,96,82.9,71,46,14.2,9.9,8.8,3.4,26,17.83,16,6,39,32,101.5,101.06,101.2,100.9,101.02,100.61,100.73,100.44,24100,19433.3,16100,8100,,,,,6.7,0,6.3,1.3,8.2,8.2,0,,05:57:00,19:49:00,13.87,5.95,19.82,,,16,17,1,1,6391,,,,,8,7.8,7,6,,,,
2016-04-21,21.5,13.31,11.9,2.3,,,64,33.8,39.5,15,-0.3,-4.2,-4.3,-8.3,16,8,10,4,,,102.1,101.58,101.65,101.2,101.63,101.14,101.17,100.72,48300,39225,36200,24100,,,,,6.1,0,6.9,1.9,0.2,0.2,0,,05:58:00,19:48:00,13.83,5.97,19.8,6,6,20,20,11,11,24719,,,,,8,4.6,4,0,,,,
2016-04-20,12.5,7.29,6.35,0.2,,,53,39.2,39.5,26,-1.8,-6,-4.8,-7.8,23,12.54,13.5,4,32,36,102.9,102.56,102.5,102.1,102.43,102.1,102.06,101.69,48300,39225,36200,24100,,,,,11.7,0,1.4,0,0,0,0,,06:00:00,19:47:00,13.78,6,19.78,6,6,13,13,4,6,25961,,,,,5,2.2,2.5,0,,,,
2016-04-19,14.2,8.67,8.29,2.4,,,93,55,61,29,3.6,-1.3,-1.4,-6.3,32,17.58,16,0,50,30,102.3,102.05,102.1,101.9,101.86,101.6,101.65,101.45,48300,38691.7,32200,16100,,,,,9.7,0,3.3,0,0,0,0,,06:02:00,19:46:00,13.73,6.03,19.77,5,5,12,13,-2,-1,25718,,,,,8,2.7,4,0,,,,
2016-04-18,11.7,7.8,8.25,4.8,,,93,63.3,65.5,38,5,0.6,0,-4.9,28,16.88,19,10,43,4,102.8,102.55,102.45,102.1,102.37,102.09,102.02,101.66,48300,29641.7,29000,9700,,,,,9.8,0,3.2,0,12.2,12.2,0,,06:03:00,19:44:00,13.68,6.05,19.73,3,3,9,9,2,3,6331,,,,,8,7.2,5.5,3,,,,
2016-04-17,22,12.82,12.3,2.6,,,68,39,44,20,1.9,-1.9,-1.4,-4.8,20,9.71,11,2,29,19,103.2,102.87,102.85,102.5,102.73,102.43,102.39,102.06,48300,38216.7,36200,24100,,,,,5.7,0,7.3,2.3,0,0,0,,06:05:00,19:43:00,13.63,6.08,19.72,6,6,20,20,2,2,25183,,,,,6,3,3.5,1,,,,
2016-04-16,15,8.34,8.1,1.2,,,70,41.8,44.5,19,-3,-5.1,-6,-9,22,15,12.5,3,35,6,103.6,103.4,103.4,103.2,103.18,102.94,102.94,102.71,48300,38216.7,36200,24100,,,,,9.9,0,3.1,0,0,0,0,,06:07:00,19:42:00,13.58,6.12,19.7,6,6,15,15,5,6,23958,,,,,8,3.3,4,0,,,,
2016-04-15,13.2,6.83,6.3,-0.6,,-5,68,45,48.5,29,-2.8,-4.9,-5,-7.1,21,15.54,14,7,37,5,103.5,103.35,103.35,103.2,103.05,102.89,102.92,102.78,48300,38216.7,36200,24100,,,,,11.7,0,1.3,0,0,0,0,0,06:09:00,19:40:00,13.52,6.15,19.67,6,6,11,12,2,3,24519,,,,,4,1,2,0,,,,
2016-04-14,9.6,4.17,3.8,-2,,-7,79,47,51.5,24,-4.6,-7,-7.7,-10.7,20,12.21,12,4,32,36,103.4,103.18,103.2,103,102.91,102.72,102.75,102.58,48300,38216.7,36200,24100,,,,,14.2,0,0,0,0,0,0,,06:10:00,19:39:00,13.48,6.17,19.65,5,5,9,9,-1,0,24904,,,,,2,0.6,1,0,,,,
2016-04-13,6.3,2.27,2.2,-1.9,,-6,67,54,53.5,40,-3.6,-6.3,-5.6,-7.6,21,12,13,5,,,103.3,103.08,103,102.7,102.89,102.62,102.55,102.21,56300,38550,40200,24100,,,,,15.8,0,0,0,0,0,0,0,06:12:00,19:38:00,13.43,6.2,19.63,5,5,5,5,-3,-2,24406,,,,,7,2.3,3.5,0,,,,
2016-04-12,8.5,5.26,4.15,-0.2,,,94,72.2,74.5,55,6.4,0.4,1.2,-3.9,33,23.08,23.5,14,50,27,102.6,101.62,101.65,100.7,102.13,101.17,101.18,100.24,48300,27400,32200,16100,,,,,13.8,0,0,0,0.6,0.6,0,0,06:14:00,19:36:00,13.37,6.23,19.6,4,4,6,7,-4,-3,15563,,,,,8,5.6,4,0,,,,
2016-04-11,7.4,3.21,3,-1.4,,-6,95,85,74,53,5.9,0.8,-1.2,-8.3,30,20.79,21.5,13,39,15,102.3,101.4,101.6,100.9,101.85,100.94,101.14,100.44,24100,15066.7,13250,2400,,,,,15,0,0,0,17.6,14.4,2.8,2,06:16:00,19:35:00,13.32,6.27,19.58,,,7,8,3,3,2590,,,,,8,8,8,8,,,,
2016-04-10,2.1,-2.22,-2.4,-6.9,,-11,65,48.4,50,35,-8.3,-12,-11.8,-15.3,23,12.12,13.5,4,33,22,102.6,102.42,102.35,102.1,102.18,101.97,101.92,101.66,48300,37208.3,36200,24100,,,,,20.4,0,0,0,0,0,0,0,06:18:00,19:34:00,13.27,6.3,19.57,4,5,2,2,-2,-1,24341,,,,,8,3.3,4,0,,,,
2016-04-09,1.7,-2.52,-2.15,-6,,-11,74,57.9,58.5,43,-7.4,-9.9,-10,-12.6,27,16.17,17,7,39,34,102.1,101.28,101.45,100.8,101.6,100.82,100.96,100.32,48300,34183.3,36200,24100,,,,,20.1,0,0,0,0,0,0,0,06:19:00,19:33:00,13.23,6.32,19.55,4,4,1,1,-9,-9,21170,,,,,7,2.8,3.5,0,,,,
2016-04-08,3.9,0.62,0.09,-3.7,,-10,92,77.6,76,60,3,-2.9,-2.2,-7.5,39,29.54,30,21,52,23,100.7,99.85,99.95,99.2,100.29,99.41,99.53,98.78,48300,22508.3,25150,2000,,,,,17.9,0,0,0,2.2,2,0.2,0,06:21:00,19:31:00,13.17,6.35,19.52,,,3,3,-5,-5,11041,,,,,8,7.3,6,4,,,,
2016-04-07,4.3,2.26,2.25,0.2,,-6,97,92.9,91,85,3.5,1.2,1.1,-1.2,31,19.62,20,9,43,22,100.9,99.89,99.95,99,100.49,99.45,99.53,98.58,24100,9662.5,12850,1600,,,,,15.8,0,0,0,45.4,43.4,1.4,4,06:23:00,19:30:00,13.12,6.38,19.5,,,9,9,3,3,3100,,,,,8,7.8,6,4,,,,
2016-04-06,3.8,-1.03,-0.75,-5.3,,-9,92,67.5,63.5,35,-1.3,-6.9,-7.8,-14.3,24,16.75,16.5,9,46,15,102.7,102,101.9,101.1,102.22,101.55,101.42,100.62,48300,23466.7,24650,1000,,,,,18.8,0,0,0,10.4,0,10.6,4,06:25:00,19:29:00,13.07,6.42,19.48,3,3,2,2,-1,0,10940,,,,,8,5.7,4,0,,,,
2016-04-05,-0.2,-4.48,-4.69,-9.2,,-16,58,38.7,41,24,-13.4,-17.1,-16.3,-19.2,32,17.17,18,4,50,26,103.1,102.76,102.7,102.3,102.59,102.29,102.23,101.88,48300,35191.7,36200,24100,,,,,22.7,0,0,0,0,0,0,0,06:27:00,19:27:00,13,6.45,19.45,4,4,-2,-2,-9,-9,23767,,,,,6,1.3,3,0,,,,
2016-04-04,-2.8,-6.6,-6.4,-10,,-16,50,40.7,40,30,-14.3,-18.1,-16.9,-19.5,22,11.79,11.5,1,32,4,102.3,101.98,102.05,101.8,101.83,101.51,101.57,101.3,48300,31158.3,36200,24100,,,,,24.4,0,0,0,0,0,0,0,06:29:00,19:26:00,12.95,6.48,19.43,3,5,-4,-4,-12,-12,20964,,,,,8,5.2,4,0,,,,
2016-04-03,-3,-6.13,-6.15,-9.3,,-16,59,42.5,45.5,32,-9,-17.1,-14.6,-20.2,39,25.12,27,15,63,28,101.8,100.74,100.7,99.6,101.34,100.29,100.25,99.17,48300,26116.7,36200,24100,,,,,24.1,0,0,0,0,0,0,,06:31:00,19:25:00,12.9,6.52,19.42,4,4,-5,-5,-10,-10,19290,,,,,8,3.8,4,0,,,,
2016-04-02,9,3.77,2.95,-3.1,,-6,87,63.9,63.5,40,3.9,-2.7,-2.7,-9.3,39,16.38,20.5,2,61,27,100.4,99.74,99.8,99.2,99.93,99.3,99.35,98.76,48300,30150,36200,24100,,,,,15.1,0,0,0,2.2,2.2,0,,06:32:00,19:23:00,12.85,6.53,19.38,,,7,8,-9,-8,13318,,,,,8,4.9,4.5,1,,,,
2016-04-01,16.4,11.26,9.79,3.2,,,94,76,78,62,10.9,7.1,5.7,0.4,41,27.5,28,15,63,26,100.3,99.67,99.85,99.4,99.82,99.24,99.4,98.98,24100,23566.7,20100,16100,,,,,8.2,0,4.8,0,2.4,2.4,0,,06:34:00,19:22:00,12.8,6.57,19.37,4,4,12,15,3,3,8370,,,,,8,5.7,4.5,1,,,,
2016-03-31,16.5,9.01,11.1,5.7,,,96,81.9,78,60,10.6,6,4.7,-1.2,22,14.83,12,2,37,18,101.1,100.38,100.35,99.6,100.64,99.93,99.92,99.2,24100,17350,15250,6400,,,,,6.9,0,6.1,1.1,28,28,0,,06:36:00,19:21:00,12.75,6.6,19.35,,,12,12,11,13,2070,,,,,8,8,8,8,,,,
2016-03-30,10.2,4.76,4.09,-2,,-6,74,53.4,55,36,-0.7,-4.3,-5.2,-9.8,31,14.79,17,3,43,22,102.4,101.85,101.7,101,101.9,101.4,101.25,100.6,48300,37208.3,36200,24100,,,,,13.9,0,0,0,0.2,0.2,0,1,06:38:00,19:20:00,12.7,6.63,19.33,5,5,9,9,5,6,16120,,,,,8,5.2,4,0,,,,
2016-03-29,6.6,3.08,2.7,-1.2,,-6,90,50.3,58,26,1.7,-7.3,-5.2,-12,35,22.96,22,9,57,31,102.2,101.29,101.1,100,101.76,100.84,100.67,99.59,48300,33183.3,30600,12900,,,,,15.3,0,0,0,0.8,0.8,0,0,06:40:00,19:18:00,12.63,6.67,19.3,4,4,5,5,-3,-3,21758,,,,,8,3.7,4,0,,,,
2016-03-28,7.9,5.51,5.09,2.3,,,97,87.2,85,73,6.2,3.5,3,-0.1,34,17.71,19,4,44,14,101.4,100.17,100.45,99.5,100.97,99.73,100.01,99.06,24100,14800,13650,3200,,,,,12.9,0,0.1,0,21,21,0,,06:42:00,19:17:00,12.58,6.7,19.28,,,6,7,0,0,2260,,,,,8,6.4,4.5,1,,,,
2016-03-27,14,4.03,4.95,-4.1,,-9,90,72.4,68,46,3.2,-0.9,-1.1,-5.4,18,11.5,10.5,3,,,102.8,102.29,102.15,101.5,102.32,101.84,101.67,101.02,48300,28133.3,36200,24100,,,,,13.1,0,0,0,0,0,0,0,06:44:00,19:16:00,12.53,6.73,19.27,5,5,12,13,4,5,19797,,,,,7,2.2,3.5,0,,,,
2016-03-26,4.4,-0.54,0.35,-3.7,,-9,86,69.7,70,54,-2.7,-5.5,-5.2,-7.8,17,11.08,9.5,2,,,103.1,102.84,102.75,102.4,102.67,102.37,102.31,101.95,48300,28133.3,36200,24100,,,,,17.6,0,0,0,0,0,0,1,06:46:00,19:14:00,12.47,6.77,19.23,5,5,2,3,-2,0,20470,,,,,8,4.7,5,2,,,,
2016-03-25,1.2,-0.28,-0.3,-1.8,,-10,96,87,83,70,0.1,-2.2,-2.8,-5.7,38,20.62,21,4,44,2,102.3,100.91,101.2,100.1,101.88,100.45,100.78,99.68,24100,16879.2,14450,4800,,,,,18.3,0,0,0,5,5,0,3,06:48:00,19:13:00,12.42,6.8,19.22,3,3,2,5,-7,-7,3480,,,,,8,8,7.5,7,,,,
2016-03-24,-1.8,-4.35,-3.95,-6.1,,-15,87,64.2,63,39,-4.9,-10.8,-11.1,-17.2,50,34.71,36,22,65,3,102.7,102,101.75,100.8,102.24,101.54,101.27,100.3,24100,16554.2,12850,1600,,,,,21.9,0,0,0,7.4,0,4.8,0,06:50:00,19:12:00,12.37,6.83,19.2,,,-3,-3,-2,-2,3500,,,,,8,7.3,5.5,3,,,,
2016-03-23,2.7,0.19,-0.04,-2.8,,-8,97,63.4,61,25,-0.2,-7,-8.3,-16.4,26,13.33,14.5,3,33,5,102.5,101.76,101.8,101.1,102.01,101.3,101.31,100.61,48300,24162.5,25350,2400,,,,,18,0,0,0,1.4,0,1,3,06:52:00,19:10:00,12.3,6.87,19.17,4,5,0,1,-9,-8,17180,,,,,8,7.7,6.5,5,,,,
2016-03-22,5.1,-0.68,-0.5,-6.1,,-12,95,53.8,67.5,40,-0.5,-9.3,-7.9,-15.3,31,14.5,17.5,4,46,26,101.7,101.47,101.45,101.2,101.23,101.01,100.99,100.74,48300,32475,25750,3200,,,,,18.5,0,0,0,2.8,0,2,2,06:53:00,19:09:00,12.27,6.88,19.15,4,4,2,3,-3,-2,16250,,,,,8,5.7,4,0,,,,
2016-03-21,5.4,-1.23,-1,-7.4,,-11,63,43.9,43.5,24,-10.4,-12.7,-12.7,-14.9,33,15.58,18.5,4,46,30,101.4,101.05,101.05,100.7,100.99,100.6,100.62,100.26,48300,33175,36200,24100,,,,,19,0,0,0,0,0,0,1,06:55:00,19:08:00,12.22,6.92,19.13,3,3,4,4,-8,-8,18029,,,,,8,4.4,4,0,,,,
2016-03-20,1.2,-3.73,-3.8,-8.8,,-15,55,43.6,43,31,-10.4,-14.6,-13.7,-17,20,12.58,10.5,1,29,3,102.6,102.21,102.05,101.5,102.18,101.75,101.63,101.08,48300,36200,36200,24100,,,,,21.8,0,0,0,0,0,0,0,06:57:00,19:07:00,12.17,6.95,19.12,4,4,1,1,-7,-7,20426,,,,,8,2.2,4,0,,,,
2016-03-19,0,-4.45,-4.15,-8.3,,-15,54,43.1,41.5,29,-14.2,-15.4,-15.6,-17,29,16.96,19.5,10,41,26,102.5,102.2,102.15,101.8,102.07,101.73,101.72,101.36,48300,37208.3,36200,24100,,,,,22.1,0,0,0,0,0,0,1,06:59:00,19:05:00,12.1,6.98,19.08,3,3,-1,-1,-10,-10,20470,,,,,2,0.8,1,0,,,,
2016-03-18,3.2,-0.32,-0.79,-4.8,,-10,94,56.5,61.5,29,1.5,-8.8,-7,-15.4,31,19,21.5,12,44,29,101.8,100.98,101.05,100.3,101.33,100.53,100.59,99.85,48300,28129.2,25550,2800,,,,,18.8,0,0,0,2,0,1.6,2,07:01:00,19:04:00,12.05,7.02,19.07,3,3,3,3,-11,-11,16700,,,,,8,4.2,4,0,,,,
2016-03-17,11.8,4.99,6.4,1,,,98,86.8,77.5,57,6,2.8,3.5,0.9,50,14.75,27.5,5,67,23,100.8,100.5,100.5,100.2,100.38,100.06,100.08,99.79,24100,15800,12150,200,,,,,11.6,0,1.4,0,4,4,0,0,07:03:00,19:03:00,12,7.05,19.05,3,3,12,12,-2,-1,11549,,,,,8,7.3,6.5,5,,,,
2016-03-16,8.3,5.14,5.6,2.9,,,97,85.6,86,75,3.7,2.9,2.9,2.1,38,21.75,25.5,13,44,6,101.5,101.17,101.15,100.8,101.06,100.73,100.7,100.34,24100,20366.7,16100,8100,,,,,12.4,0,0.6,0,6.4,6.4,0,0,07:05:00,19:01:00,11.93,7.08,19.02,3,3,6,9,3,4,9724,,,,,8,8,8,8,,,,
2016-03-15,9.6,4.68,6.15,2.7,,,96,84.9,83,70,4,2.3,2.6,1.2,35,22.42,22.5,10,44,12,101.4,101.17,101.2,101,100.96,100.74,100.78,100.6,48300,29304.2,27350,6400,,,,,11.8,0,1.1,0,3,3,0,0,07:07:00,19:00:00,11.88,7.12,19,,,7,8,4,4,3760,,,,,8,8,8,8,,,,
2016-03-14,5.5,1.66,1.7,-2.1,,-8,91,70,69,47,1,-3.5,-4.2,-9.3,39,26,28.5,18,56,11,102.3,101.91,101.85,101.4,101.86,101.46,101.42,100.98,24100,22233.3,16100,8100,,,,,16.3,0,0,0,3.6,3.6,0,0,07:09:00,18:59:00,11.83,7.15,18.98,3,3,4,4,3,4,6208,,,,,8,7.1,5.5,3,,,,
2016-03-13,8.1,4.89,4.14,0.2,,,70,45,48,26,0.3,-6.6,-5.2,-10.6,25,12.65,16,7,33,27,102.4,102.12,101.9,101.4,101.9,101.65,101.41,100.92,48300,35673.9,36200,24100,,,,,13.9,0,0,0,0,0,0,0,07:10:00,18:57:00,11.78,7.17,18.95,4,4,7,8,-3,-3,18286,,,,,8,4.6,4,0,,,,
2016-03-12,10.3,4.49,4.35,-1.6,,-5,91,67.3,68,45,0.5,-1.5,-1.8,-4,44,22.79,26.5,9,57,25,102.7,101.73,101.9,101.1,102.24,101.28,101.43,100.63,48300,34183.3,36200,24100,,,,,13.7,0,0,0,0,0,0,0,06:12:00,17:56:00,11.73,6.2,17.93,3,4,11,11,0,0,15866,,,,,7,1.8,3.5,0,,,,
2016-03-11,5.7,2.16,2.5,-0.7,,-4,96,74.2,72.5,49,0.3,-2.3,-2.2,-4.6,27,14.38,15.5,4,39,27,102.8,102.28,102.2,101.6,102.35,101.83,101.73,101.11,48300,24333.3,28200,8100,,,,,15.5,0,0,0,0.2,0.2,0,0,06:14:00,17:55:00,11.68,6.23,17.92,3,3,7,7,-2,0,11397,,,,,8,4.3,4,0,,,,
2016-03-10,8,4.07,4.9,1.8,,,98,88.2,89.5,81,7,2.3,3.3,-0.4,26,14.71,15,4,37,3,101.6,101.44,101.4,101.2,101.13,100.99,100.95,100.77,24100,20458.3,12450,800,,,,,13.1,0,0,0,0,0,0,0,06:16:00,17:53:00,11.62,6.27,17.88,,,3,4,1,2,2360,,,,,8,7.7,6.5,5,,,,
2016-03-09,11.4,5.62,5.75,0.1,,,88,77,77,66,6.5,1.9,2.1,-2.3,26,12.92,13.5,1,39,25,101.4,101.11,101.1,100.8,100.91,100.66,100.63,100.35,24100,23900,21700,19300,,,,,12.2,0,0.8,0,0.4,0.4,0,2,06:18:00,17:52:00,11.57,6.3,17.87,3,3,9,10,4,5,6260,,,,,8,7.2,5.5,3,,,,
2016-03-08,3.9,2.53,2.35,0.8,,,92,75.7,79.5,67,-0.1,-1.4,-1.2,-2.2,20,9.5,12,4,,,102.3,102.03,101.85,101.4,101.88,101.58,101.41,100.94,24100,24100,24100,24100,,,,,15.7,0,0,0,0,0,0,3,06:20:00,17:51:00,11.52,6.33,17.85,3,3,2,3,0,1,8054,,,,,8,7.8,6.5,5,,,,
2016-03-07,3.8,1.75,1.6,-0.6,,-5,95,82.2,77.5,60,1.3,-1.1,-2.8,-6.8,27,15.46,16,5,48,19,101.9,101.56,101.6,101.3,101.46,101.11,101.14,100.83,24100,19175,12350,600,,,,,16.4,0,0,0,8.2,0.4,6.4,4,06:22:00,17:49:00,11.45,6.37,17.82,3,3,5,5,0,0,3750,,,,,8,7.7,5,2,,,,
2016-03-06,2.1,-1.99,-2.65,-7.4,,-13,76,64.7,62,48,-5,-7.9,-7.9,-10.8,27,15.58,15,3,35,21,102.6,102.36,102.25,101.9,102.13,101.9,101.81,101.48,48300,33175,36200,24100,,,,,20.6,0,0,0,0,0,0,5,06:23:00,17:48:00,11.42,6.38,17.8,3,3,2,3,-2,-2,16878,,,,,8,4.2,4.5,1,,,,
2016-03-05,-2.4,-7.42,-9,-15.6,,-20,76,60.2,57.5,39,-9.5,-14.1,-14.1,-18.7,15,7.5,8,1,,,102.6,102.42,102.4,102.2,102.13,101.96,101.95,101.78,24100,24100,24100,24100,,,,,27,0,0,0,0,0,0,8,06:25:00,17:47:00,11.37,6.42,17.78,3,3,-2,-2,-9,-9,15632,,,,,8,5,4,0,,,,
2016-03-04,-4.8,-10.03,-11.4,-18,,-23,79,55.7,58.5,38,-14.8,-17.7,-17.9,-21,12,6.58,7,2,,,102.6,102.5,102.5,102.4,102.15,102.03,102.03,101.92,48300,29141.7,36200,24100,,,,,29.4,0,0,0,0,0,0,8,06:27:00,17:45:00,11.3,6.45,17.75,3,3,-4,-4,-14,-14,16926,,,,,2,0.8,1,0,,,,
2016-03-03,-11.5,-14.81,-15.15,-18.8,,-28,58,48.6,49,40,-20.2,-23.5,-23.4,-26.6,22,15.62,12.5,3,35,29,102.8,102.58,102.45,102.1,102.32,102.1,101.98,101.64,48300,36200,36200,24100,,,,,33.1,0,0,0,0,0,0,8,06:29:00,17:44:00,11.25,6.48,17.73,3,3,-10,-10,-18,-17,17228,,,,,1,0.3,0.5,0,,,,
2016-03-02,-7.6,-9.76,-10.95,-14.3,,-22,85,68.5,67.5,50,-10.5,-14.7,-15.7,-20.8,53,31.67,33,13,74,4,102,100.73,100.75,99.5,101.57,100.27,100.31,99.05,24100,13800,12850,1600,,,,,28.9,0,0,0,11.4,0,8.4,8,06:31:00,17:42:00,11.18,6.52,17.7,,,-7,-7,-17,-17,10591,,,,,8,6.2,4.5,1,,,,
2016-03-01,-9.1,-11.11,-11.89,-14.7,,-24,75,57.8,61.5,48,-13.2,-18,-17.5,-21.8,43,20.54,26,9,69,4,102.5,101.99,101.65,100.8,102.07,101.53,101.19,100.31,48300,31095.8,27350,6400,,,,,29.9,0,0,0,0.6,0,0.6,6,06:32:00,17:41:00,11.15,6.53,17.68,3,3,-9,-9,-10,-10,13997,,,,,8,5.1,4.5,1,,,,
2016-02-29,1.7,-2.98,-4.05,-9.8,,-20,93,82.3,71.5,50,-1.2,-5.7,-9.4,-17.6,49,25.71,26,3,80,23,101.2,99.93,100.25,99.3,100.79,99.47,99.81,98.83,48300,19041.7,25150,2000,,,,,22.1,0,0,0,8.2,7.4,0.8,6,06:34:00,17:40:00,11.1,6.57,17.67,3,3,0,2,-16,-15,5823,,,,,8,7,4.5,1,,,,
2016-02-28,2.3,-5.64,-3.2,-8.7,,-18,87,80.1,80.5,74,-0.1,-8.6,-6,-11.8,37,25.17,23.5,10,48,5,101.2,100.8,100.6,100,100.79,100.35,100.17,99.54,24100,16250,12650,1200,,,,,21.2,0,0,0,4.2,0.2,4.6,4,06:36:00,17:38:00,11.03,6.6,17.63,,,-8,-5,-8,-8,5264,,,,,8,7.6,6.5,5,,,,
2016-02-27,3,-3.73,-4.09,-11.2,,-19,83,68,71.5,60,-0.8,-8.8,-8.4,-16.1,54,29.29,32.5,11,67,22,101.8,101.01,101.05,100.3,101.32,100.54,100.6,99.88,48300,34325,28200,8100,,,,,22.1,0,0,0,0,0,0,3,06:38:00,17:37:00,10.98,6.63,17.62,,,0,0,-4,-4,5890,,,,,8,5.8,4,0,,,,
2016-02-26,-4,-9.57,-8.35,-12.7,,-23,69,59.8,60,51,-9.5,-16.1,-14.2,-18.9,42,29.29,27,12,56,27,101.8,101.05,100.75,99.7,101.33,100.58,100.29,99.25,48300,36200,36200,24100,,,,,26.4,0,0,0,0,0,0,3,06:40:00,17:36:00,10.93,6.67,17.6,,,-8,-8,-12,-12,15313,,,,,8,3.6,4,0,,,,
2016-02-25,1.5,0.38,-1.25,-4,,-11,97,90.8,82.5,68,0.8,-1,-3.5,-7.8,37,22.21,22.5,8,54,29,99.6,98.9,99.1,98.6,99.12,98.45,98.64,98.17,24100,11770.8,12650,1200,,,,,19.2,0,0,0,1.6,1.2,0.4,4,06:41:00,17:34:00,10.88,6.68,17.57,,,3,4,-11,1,3330,,,,,8,7.9,7,6,,,,
2016-02-24,0.5,-2.27,-2.5,-5.5,,-12,95,88.8,81.5,68,-0.2,-3.9,-5.3,-10.5,48,28.08,31.5,15,57,6,102.5,101.45,101.05,99.6,102.04,100.98,100.6,99.16,24100,8691.7,12650,1200,,,,,20.5,0,0,0,31,19.8,8.2,0,06:43:00,17:33:00,10.83,6.72,17.55,,,-1,-1,0,0,3650,,,,,8,7.5,6,4,,,,
2016-02-23,-5.4,-9.08,-9.5,-13.6,,-22,80,67.6,70.5,61,-10.6,-14.1,-13.9,-17.2,23,16.17,13.5,4,,,103.2,102.92,102.9,102.6,102.7,102.46,102.39,102.09,24100,24100,24100,24100,,,,,27.5,0,0,0,0,0,0,0,06:45:00,17:31:00,10.77,6.75,17.52,,,-6,-6,-6,-6,6010,,,,,8,6.9,4.5,1,,,,
